name,latitude_deg,longitude_deg,iata_code
Sparta Fort Mc Coy Airport,43.958302,-90.7379,CMY
Chernofski Harbor Seaplane Base,53.40289934,-167.5202715,KCN
Claremont Municipal Airport,43.37039948,-72.36869812,CNH
Blosser Municipal Airport,39.54930115,-97.65229797,CNK
Cavern City Air Terminal,32.33750153,-104.2630005,CNM
Chino Airport,33.97470093,-117.637001,CNO
Chanute Martin Johnson Airport,37.66880035,-95.48509979,CNU
TSTC Waco Airport,31.63780022,-97.07409668,CNW
Canyonlands Field,38.75500107,-109.7549973,CNY
Yellowstone Regional Airport,44.52019882,-109.0240021,COD
Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,COE
Patrick Air Force Base,28.23489952,-80.61009979,COF
Merritt Island Airport,28.34160042,-80.6855011,COI
Coleman Municipal Airport,31.84110069,-99.4036026,COM
Concord Municipal Airport,43.20270157,-71.50229645,CON
City of Colorado Springs Municipal Airport,38.80580139,-104.7009964,COS
Cotulla-La Salle County Airport,28.45669937,-99.22029877,COT
Columbia Regional Airport,38.81809998,-92.21959686,COU
Compton Woodley Airport,33.88999939,-118.2440033,CPM
Casper-Natrona County International Airport,42.90800095,-106.4639969,CPR
St Louis Downtown Airport,38.5707016,-90.15619659,CPS
Cheraw Municipal Airport/Lynch Bellinger Field,34.71289825,-79.95700073,HCW
Colorado Creek Airport,63.56769943,-155.9889984,KCR
Grand Strand Airport,33.81169891,-78.72389984,CRE
Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,CRG
Corcoran Airport,36.102502,-119.595001,CRO
Corpus Christi International Airport,27.77039909,-97.50119781,CRP
Mc Clellan-Palomar Airport,33.12829971,-117.2799988,CLD
C David Campbell Field Corsicana Municipal Airport,32.02809906,-96.40059662,CRS
Z M Jack Stell Field,33.17829895,-91.88020325,CRT
Yeager Airport,38.37310028,-81.59320068,CRW
Roscoe Turner Airport,34.91500092,-88.60350037,CRX
Columbus Metropolitan Airport,32.5163002,-84.93890381,CSG
Clinton Sherman Airport,35.33980179,-99.20050049,CSM
Creston Municipal Airport,41.02140045,-94.36329651,CSQ
Crossville Memorial Whitson Field,35.95130157,-85.08499908,CSV
Cut Bank International Airport,48.60839844,-112.3759995,CTB
Cross City Airport,29.63549995,-83.10479736,CTY
Sampson County Airport,34.9756012,-78.36460114,CTZ
Jim Hamilton L.B. Owens Airport,33.97050095,-80.99520111,CUB
Cushing Municipal Airport,35.94990158,-96.77310181,CUH
Cincinnati Northern Kentucky International Airport,39.04880142,-84.6678009,CVG
Sharp County Regional Airport,36.26490021,-91.56259918,CKK
Clovis Municipal Airport,34.42509842,-103.0790024,CVN
Corvallis Municipal Airport,44.49720001,-123.2900009,CVO
Cannon Air Force Base,34.38280106,-103.3219986,CVS
Central Wisconsin Airport,44.77759933,-89.66680145,CWA
Kickapoo Downtown Airport,33.85779953,-98.49040222,KIP
Chennault International Airport,30.2105999,-93.14320374,CWF
Clinton Municipal Airport,41.83110046,-90.32910156,CWI
Calexico International Airport,32.66949844,-115.5130005,CXL
Conroe-North Houston Regional Airport,30.351801,-95.414497,CXO
Carson Airport,39.19219971,-119.7340012,CSN
Capital City Airport,40.21709824,-76.85150146,HAR
Cheyenne Regional Jerry Olson Field,41.15570068,-104.8119965,CYS
Dimmit County Airport,28.52219963,-99.82360077,CZT
Tioga Municipal Airport,48.38050079,-102.8980026,VEX
Davison Army Air Field,38.71500015,-77.18099976,DAA
Daytona Beach International Airport,29.179899,-81.058098,DAB
Barstow Daggett Airport,34.85369873,-116.7870026,DAG
Dallas Love Field,32.847099,-96.851799,DAL
Danville Regional Airport,36.57289886,-79.33609772,DAN
James M Cox Dayton International Airport,39.90240097,-84.2193985,DAY
W H 'Bud' Barron Airport,32.56439972,-82.98529816,DBN
Dubuque Regional Airport,42.40200043,-90.70950317,DBQ
Ronald Reagan Washington National Airport,38.8521,-77.037697,DCA
Pryor Field Regional Airport,34.65269852,-86.94539642,DCU
Dodge City Regional Airport,37.76340103,-99.96559906,DDC
Decatur Airport,39.83459854,-88.86569977,DEC
Decorah Municipal Airport,43.27550125,-91.73940277,DEH
Denver International Airport,39.86169815,-104.6729965,DEN
Coleman A. Young Municipal Airport,42.40919876,-83.00990295,DET
Defiance Memorial Airport,41.33750153,-84.42880249,DFI
Dallas Fort Worth International Airport,32.89680099,-97.03800201,DFW
Douglas Municipal Airport,31.34259987,-109.5059967,DGL
Converse County Airport,42.79719925,-105.3860016,DGW
Dothan Regional Airport,31.32130051,-85.44960022,DHN
Dalhart Municipal Airport,36.02259827,-102.5469971,DHT
Dickinson Theodore Roosevelt Regional Airport,46.79740143,-102.802002,DIK
Chautauqua County-Dunkirk Airport,42.49330139,-79.27200317,DKK
Dillon County Airport,34.44910049,-79.36859894,DLL
Laughlin Air Force Base,29.35950089,-100.7779999,DLF
Duluth International Airport,46.84209824,-92.19360352,DLH
Dillon Airport,45.25540161,-112.5530014,DLN
Columbia Gorge Regional the Dalles Municipal Airport,45.61849976,-121.1669998,DLS
Davis Monthan Air Force Base,32.16650009,-110.8830032,DMA
Deming Municipal Airport,32.26229858,-107.7210007,DMN
Sedalia Memorial Airport,38.70740128,-93.17590332,DMO
Daniel Field,33.46649933,-82.03939819,DNL
Dalton Municipal Airport,34.72290039,-84.87020111,DNN
Denison Municipal Airport,41.9864006,-95.38069916,DNS
Vermilion Regional Airport,40.19919968,-87.59590149,DNV
Dover Air Force Base,39.12950134,-75.46600342,DOV
Dupage Airport,41.90779877,-88.24859619,DPA
Michael AAF (Dugway Proving Ground) Airport,40.19940186,-112.9369965,DPG
Desert Rock Airport,36.6194,-116.032997,DRA
Beauregard Regional Airport,30.83169937,-93.33989716,DRI
Drummond Island Airport,46.00930023,-83.74389648,DRE
Durango La Plata County Airport,37.1515007,-107.7539978,DRO
Del Rio International Airport,29.37420082,-100.927002,DRT
Des Moines International Airport,41.5340004,-93.6631012,DSM
Dansville Municipal Airport,42.57089996,-77.71309662,DSV
Delta Municipal Airport,39.38059998,-112.5080032,DTA
Detroit Lakes Airport - Wething Field,46.82519913,-95.88569641,DTL
Shreveport Downtown Airport,32.54019928,-93.74500275,DTN
Destin Executive Airport,30.40010071,-86.47149658,DSI
Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,DTW
Eaker Field,33.94229889,-96.39450073,DUA
Halliburton Field,34.47090149,-97.9598999,DUC
Bisbee Douglas International Airport,31.46899986,-109.6039963,DUG
DuBois Regional Airport,41.17829895,-78.8986969,DUJ
Devils Lake Regional Airport,48.11420059,-98.90879822,DVL
Davenport Municipal Airport,41.61029816,-90.58830261,DVN
Marin County Airport - Gnoss Field,38.14360046,-122.5559998,NOT
Slayton Municipal Airport,43.98680115,-95.7826004,NSL
Phoenix Deer Valley Airport,33.68830109,-112.0830002,DVT
Wright Field,39.78,-84.10444444,DWF
David Wayne Hooks Memorial Airport,30.0618,-95.55280304,DWH
Danbury Municipal Airport,41.37149811,-73.48220062,DXR
Doylestown Airport,40.33300018,-75.12229919,DYL
Dyess Air Force Base,32.42079926,-99.854599,DYS
Roy Hurd Memorial Airport,31.58250046,-102.9089966,MIF
Crane County Airport,31.4151001,-102.362999,CCG
Ohkay Owingeh Airport,36.02999878,-106.0459976,ESO
Whiteriver Airport,33.8125,-109.9869995,WTR
Alpine Casparis Municipal Airport,30.38419914,-103.6839981,ALE
Bagdad Airport,34.59590149,-113.1699982,BGT
Phifer Airfield,42.0555,-104.929001,EAN
Kearney Regional Airport,40.72700119,-99.00679779,EAR
Pangborn Memorial Airport,47.39889908,-120.2070007,EAT
Chippewa Valley Regional Airport,44.86579895,-91.48429871,EAU
Nanwalek Airport,59.35210037,-151.9250031,KEB
Webster City Municipal Airport,42.43659973,-93.86889648,EBS
Elizabeth City Regional Airport & Coast Guard Air Station,36.26060104,-76.17459869,ECG
Northwest Florida Beaches International Airport,30.357106,-85.795414,ECP
Mondell Field,43.885399,-104.318001,ECS
Northeastern Regional Airport,36.02769852,-76.56710052,EDE
Enterprise Municipal Airport,31.29969978,-85.89990234,ETS
Edwards Air Force Base,34.905399,-117.884003,EDW
Needles Airport,34.7663002,-114.6230011,EED
Dillant Hopkins Airport,42.89839935,-72.27079773,EEN
Ellington Airport,29.6072998,-95.15879822,EFD
Northeast Kingdom International Airport,44.888802,-72.229202,EFK
Jefferson Municipal Airport,42.0102005,-94.34259796,EFW
Eagle County Regional Airport,39.64260101,-106.9179993,EGE
Duke Field,30.65040016,-86.52290344,EGI
Eagle River Union Airport,45.93230057,-89.26830292,EGV
Ekwok Airport,59.35680008,-157.470993,KEK
Murray Field,40.80339813,-124.112999,EKA
Elkhart Municipal Airport,41.7193985,-86.00319672,EKI
Elkins-Randolph Co-Jennings Randolph Field,38.88940048,-79.85710144,EKN
Elko Regional Airport,40.82490158,-115.7919998,EKO
Addington Field,37.68600082,-85.92500305,EKX
Eagle Lake Airport,29.60059929,-96.32189941,ELA
South Arkansas Regional At Goodwin Field,33.22100067,-92.81330109,ELD
Elk City Regional Business Airport,35.43080139,-99.39430237,ELK
Elmira Corning Regional Airport,42.15990067,-76.89160156,ELM
Bowers Field,47.03300095,-120.5309982,ELN
Ely Municipal Airport,47.82450104,-91.83070374,LYU
El Paso International Airport,31.80719948,-106.3779984,ELP
Ely Airport Yelland Field,39.29970169,-114.8420029,ELY
"Wellsville Municipal Arpt,Tarantine Field",42.10950089,-77.98999786,ELZ
Kemmerer Municipal Airport,41.82410049,-110.5569992,EMM
Emporia Municipal Airport,38.33209991,-96.19120026,EMP
El Monte Airport,34.08610153,-118.0350037,EMT
Vance Air Force Base,36.33919907,-97.91649628,END
Centralia Municipal Airport,38.51509857,-89.0911026,ENL
Wendover Airport,40.71870041,-114.0309982,ENV
Kenosha Regional Airport,42.59569931,-87.92780304,ENW
Keokuk Municipal Airport,40.4598999,-91.42849731,EOK
Ephrata Municipal Airport,47.30759811,-119.5159988,EPH
Captain Jack Thomas El Dorado Airport,37.77410126,-96.81759644,EDK
Erie International Tom Ridge Field,42.08312701,-80.17386675,ERI
Errol Airport,44.79249954,-71.16419983,ERR
Kerrville Municipal Louis Schreiner Field,29.97669983,-99.08570099,ERV
Delta County Airport,45.72269821,-87.09369659,ESC
Esler Regional Airport,31.39489937,-92.29579926,ESF
Easton Newnam Field,38.80419922,-76.06900024,ESN
Estherville Municipal Airport,43.40739822,-94.74639893,EST
Easton State Airport,47.25419998,-121.185997,ESW
West Bend Municipal Airport,43.42219925,-88.12789917,ETB
Eastland Municipal Airport,32.41350174,-98.80979919,ETN
Weedon Field,31.95129967,-85.12889862,EUF
Mahlon Sweet Field,44.12459946,-123.211998,EUG
Eveleth Virginia Municipal Airport,47.42509842,-92.49849701,EVM
Evansville Regional Airport,38.03699875,-87.53240204,EVV
Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,EVW
New Bedford Regional Airport,41.67610168,-70.95690155,EWB
Newton City-County Airport,38.05820084,-97.27449799,EWK
Coastal Carolina Regional Airport,35.07300186,-77.04290009,EWN
Newark Liberty International Airport,40.69250107,-74.16870117,EWR
Key West International Airport,24.55610085,-81.75959778,EYW
Wilbarger County Airport,34.22570038,-99.28379822,WIB
French Valley Airport,33.57419968,-117.1279984,RBK
Felker Army Air Field,37.13249969,-76.6088028,FAF
Farmington Regional Airport,37.76110077,-90.4285965,FAM
Hector International Airport,46.92070007,-96.81580353,FAR
Fresno Yosemite International Airport,36.77619934,-119.7180023,FAT
Fayetteville Regional Grannis Field,34.99119949,-78.88030243,FAY
Simmons Army Air Field,35.13180161,-78.93669891,FBG
Faribault Municipal Airport-Liz Wall Strohfus Field,44.32844,-93.312534,FBL
Fort Bridger Airport,41.39189911,-110.4069977,FBR
Fairbury Municipal Airport,40.18299866,-97.16929626,FBY
Fresno Chandler Executive Airport,36.73239899,-119.8199997,FCH
Flying Cloud Airport,44.82720184,-93.45709991,FCM
Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,FCS
Vagabond Army Heliport,46.66650009,-120.4540024,FCT
Forrest City Municipal Airport,34.94200134,-90.77500153,FCY
Frederick Municipal Airport,39.41759872,-77.3742981,FDK
Frederick Regional Airport,34.35200119,-98.98390198,FDR
Findlay Airport,41.01350021,-83.66870117,FDY
Albertus Airport,42.24620056,-89.58200073,FEP
Fremont Municipal Airport,41.44910049,-96.52020264,FET
First Flight Airport,36.01819992,-75.6713028,FFA
Fairfield Municipal Airport,41.05329895,-91.97889709,FFL
Fergus Falls Municipal Airport - Einar Mickelson Field,46.28440094,-96.15670013,FFM
Wright-Patterson Air Force Base,39.8260994,-84.0483017,FFO
Capital City Airport,38.18249893,-84.90470123,FFT
Falcon Field,33.46080017,-111.7279968,MSC
Friday Harbor Airport,48.52199936,-123.0240021,FRD
Sierra Vista Municipal Libby Army Air Field,31.58849907,-110.3440018,FHU
Venango Regional Airport,41.37789917,-79.86039734,FKL
Franklin Municipal-John Beverly Rose Airport,36.69810104,-76.90380096,FKN
Fond du Lac County Airport,43.77119827,-88.48840332,FLD
Flagstaff Pulliam Airport,35.13850021,-111.6709976,FLG
Fort Lauderdale Hollywood International Airport,26.07259941,-80.15270233,FLL
Florence Regional Airport,34.1853981,-79.72389984,FLO
Marion County Regional Airport,36.29090118,-92.59030151,FLP
Flushing Airport,40.77870178,-73.83260345,FLU
Sherman Army Air Field,39.36830139,-94.91470337,FLV
Fallon Municipal Airport,39.49909973,-118.7490005,FLX
Tipton Airport,39.08539963,-76.75939941,FME
Cape Cod Coast Guard Air Station,41.65840149,-70.52140045,FMH
Four Corners Regional Airport,36.74119949,-108.2300034,FMN
Page Field,26.58659935,-81.86329651,FMY
Fort Collins Loveland Municipal Airport,40.4518013,-105.0110016,FNL
Bishop International Airport,42.9654007,-83.74359894,FNT
Fort Dodge Regional Airport,42.55149841,-94.19259644,FOD
Topeka Regional Airport - Forbes Field,38.95090103,-95.66359711,FOE
Francis S Gabreski Airport,40.84370041,-72.63179779,FOK
Fillmore Municipal Airport,38.95830154,-112.362999,FIL
St Lucie County International Airport,27.49510002,-80.36830139,FPR
Republic Airport,40.72880173,-73.41339874,FRG
French Lick Municipal Airport,38.50619888,-86.63690186,FRH
Marshall Army Air Field,39.05530167,-96.76450348,FRI
Fairmont Municipal Airport,43.64390183,-94.41560364,FRM
Front Royal Warren County Airport,38.91749954,-78.25350189,FRR
Joe Foss Field Airport,43.58200073,-96.74189758,FSD
Henry Post Army Air Field (Fort Sill),34.64979935,-98.40219879,FSI
Fort Scott Municipal Airport,37.79840088,-94.76940155,FSK
Fort Smith Regional Airport,35.33660126,-94.36740112,FSM
Fort Stockton Pecos County Airport,30.91570091,-102.9160004,FST
Fort Sumner Municipal Airport,34.48339844,-104.2170029,FSU
Fort Madison Municipal Airport,40.65930176,-91.32679749,FMS
Godman Army Air Field,37.90710068,-85.9720993,FTK
Fort Worth Meacham International Airport,32.819801,-97.362396,FTW
Fulton County Airport Brown Field,33.77909851,-84.52140045,FTY
Fullerton Municipal Airport,33.87200165,-117.9800034,FUL
Northern Aroostook Regional Airport,47.28549957,-68.31279755,WFK
Fort Wayne International Airport,40.97850037,-85.19509888,FWA
Fort Lauderdale Executive Airport,26.19729996,-80.17070007,FXE
Forest City Municipal Airport,43.23469925,-93.62409973,FXY
Fayetteville Municipal Airport,35.05970001,-86.56400299,FYM
Drake Field,36.00510025,-94.17009735,FYV
Northeast Alabama Regional Airport,33.972599,-86.088996,GAD
Gage Airport,36.29550171,-99.77639771,GAG
Montgomery County Airpark,39.16830063,-77.16600037,GAI
Great Bend Municipal Airport,38.34429932,-98.85919952,GBD
Galesburg Municipal Airport,40.93799973,-90.43109894,GBG
Walter J. Koladza Airport,42.18420029,-73.40319824,GBR
Gillette Campbell County Airport,44.34889984,-105.5390015,GCC
Grant Co Regional/Ogilvie Field,44.40420151,-118.9629974,JDA
Garden City Regional Airport,37.92750168,-100.723999,GCK
Grand Canyon National Park Airport,35.95240021,-112.1470032,GCN
Greeneville-Greene County Municipal Airport,36.19300079,-82.81510162,GCY
Gardner Municipal Airport,42.54999924,-72.01609802,GDM
Dawson Community Airport,47.13869858,-104.8069992,GDV
Gladwin Zettel Memorial Airport,43.97060013,-84.47499847,GDW
Sussex County Airport,38.68920135,-75.35890198,GED
Spokane International Airport,47.61989975,-117.5339966,GEG
South Big Horn County Airport,44.51679993,-108.0830002,GEY
Malmstrom Air Force Base,47.50469971,-111.1869965,GFA
Grand Forks International Airport,47.949299,-97.176102,GFK
Floyd Bennett Memorial Airport,43.34120178,-73.61029816,GFL
Georgetown County Airport,33.31169891,-79.31960297,GGE
East Texas Regional Airport,32.38399887,-94.71150208,GGG
Wokal Field Glasgow International Airport,48.212502,-106.614998,GGW
Centerville Municipal Airport,35.83739853,-87.44539642,GHM
Winter Haven Municipal Airport - Gilbert Field,28.06290054,-81.75330353,GIF
Grand Junction Regional Airport,39.12239838,-108.5270004,GJT
Port Meadville Airport,41.62649918,-80.21469879,MEJ
Gatlinburg-Pigeon Forge Airport,35.85779953,-83.52870178,GKT
Renner Field-Goodland Municipal Airport,39.37060165,-101.6989975,GLD
Gainesville Municipal Airport,33.65140152,-97.1969986,GLE
Mid Delta Regional Airport,33.48289871,-90.98560333,GLH
Gaylord Regional Airport,45.01350021,-84.70359802,GLR
Scholes International At Galveston Airport,29.26530075,-94.86039734,GLS
Glasgow Municipal Airport,37.03179932,-85.9536972,GLW
Greenville Downtown Airport,34.84790039,-82.34999847,GMU
Gooding Municipal Airport,42.91719818,-114.7649994,GNG
Grants-Milan Municipal Airport,35.16730118,-107.9020004,GNT
Gainesville Regional Airport,29.69009972,-82.27179718,GNV
Guthrie-Edmond Regional Airport,35.84980011,-97.41560364,GOK
Groton New London Airport,41.33010101,-72.04509735,GON
Glacier Park International Airport,48.3105011,-114.2559967,FCA
Gulfport Biloxi International Airport,30.40730095,-89.07009888,GPT
Grand Rapids Itasca Co-Gordon Newstrom field,47.21110153,-93.50980377,GPZ
Galion Municipal Airport,40.7533989,-82.72380066,GQQ
Austin Straubel International Airport,44.48509979,-88.12960052,GRB
Greenwood County Airport,34.24869919,-82.15910339,GRD
Greenville Airport,38.83620071,-89.37840271,GRE
Gray Army Air Field,47.07920074,-122.5810013,GRF
Central Nebraska Regional Airport,40.96749878,-98.30960083,GRI
Robert Gray  Army Air Field Airport,31.06719971,-97.8289032,GRK
Gordon Municipal Airport,42.80599976,-102.1750031,GRN
Gerald R. Ford International Airport,42.88079834,-85.52279663,GRR
Seymour Johnson Air Force Base,35.33940125,-77.96060181,GSB
Goshen Municipal Airport,41.52640152,-85.79290009,GSH
Piedmont Triad International Airport,36.09780121,-79.93730164,GSO
Greenville Spartanburg International Airport,34.89569855,-82.21890259,GSP
Greater Southwest International Airport-Amon Carter Field,32.83081045,-97.04918861,GSW
Great Falls International Airport,47.48199844,-111.3710022,GTF
Grantsburg Municipal Airport,45.79809952,-92.66439819,GTG
Golden Triangle Regional Airport,33.45029831,-88.59140015,GTR
Gunnison Crested Butte Regional Airport,38.53390121,-106.9329987,GUC
Gallup Municipal Airport,35.51110077,-108.7890015,GUP
Grissom Air Reserve Base,40.64810181,-86.15209961,GUS
Guymon Municipal Airport,36.68510056,-101.5080032,GUY
Lee Gilmer Memorial Airport,34.27259827,-83.8302002,GVL
Majors Airport,33.06779861,-96.06529999,GVT
Richards-Gebaur Air Force Base,38.84420013,-94.55999756,GVW
Greenwoodâ€“Leflore Airport,33.49430084,-90.08470154,GWO
Glenwood Springs Municipal Airport,39.50830078,-107.310997,GWS
Grayling Airport,62.895187,-160.066289,KGX
Greeleyâ€“Weld County Airport,40.43740082,-104.6330032,GXY
Donaldson Center Airport,34.75830078,-82.37640381,GDC
North Texas Regional Airport/Perrin Field,33.71409988,-96.67369843,PNX
Phoenix Goodyear Airport,33.42250061,-112.3759995,GYR
Gary Chicago International Airport,41.61629868,-87.41280365,GYY
Glacier Creek Airport,61.45510101,-142.3809967,KGZ
Marion County Rankin Fite Airport,34.11759949,-87.99819946,HAB
Half Moon Bay Airport,37.51340103,-122.5009995,HAF
Three Rivers Municipal Dr Haines Airport,41.95980072,-85.59339905,HAI
Butler Co Regional Airport - Hogan Field,39.36380005,-84.52200317,HAO
Hatbox Field,35.7458992,-95.41280365,HAX
Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,HBG
Hobart Regional Airport,34.991317,-99.051313,HBR
Brewster Field,40.452099,-99.336502,HDE
Yampa Valley Airport,40.48120117,-107.2180023,HDN
Thompson-Robbins Airport,34.576571,-90.67616,HEE
Manassas Regional Airport/Harry P. Davis Field,38.72140121,-77.51540375,MNZ
Hardy-Anders Field / Natchez-Adams County Airport,31.613738,-91.297313,HEZ
Hartford Brainard Airport,41.73669815,-72.6493988,HFD
Mackall Army Air Field,35.036288,-79.497755,HFF
Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,HGR
Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,HHR
Stan Stamper Municipal Airport,34.03480148,-95.54190063,HUJ
Range Regional Airport,47.38660049,-92.83899689,HIB
Mount Washington Regional Airport,44.367637,-71.544502,HIE
Hill Air Force Base,41.12403,-111.973086,HIF
Lake Havasu City Airport,34.571098,-114.358002,HII
Portland Hillsboro Airport,45.540401,-122.949997,HIO
Blytheville Municipal Airport,35.94039917,-89.83080292,HKA
Hawkins Field,32.33449936,-90.22219849,HKS
Hickory Regional Airport,35.74110031,-81.38950348,HKY
Hillenbrand Industries Airport,39.3445015,-85.25830078,HLB
Hill City Municipal Airport,39.37879944,-99.83149719,HLC
Wheeling Ohio County Airport,40.17499924,-80.64630127,HLG
Park Township Airport,42.79589844,-86.16200256,HLM
Helena Regional Airport,46.60680008,-111.9830017,HLN
Hood Army Air Field,31.13870049,-97.71450043,HLR
Holloman Air Force Base,32.85250092,-106.1070023,HMN
Hemet Ryan Airport,33.73400116,-117.0230026,HMT
Huntingburg Airport,38.24900055,-86.9536972,HNB
Henderson Executive Airport,35.97280121,-115.1340027,HSH
Lea County Regional Airport,32.6875,-103.2170029,HOB
Huron Regional Airport,44.3852005,-98.22850037,HON
Campbell AAF (Fort Campbell) Air Field,36.66859818,-87.49620056,HOP
Memorial Field,34.47800064,-93.09619904,HOT
William P Hobby Airport,29.64539909,-95.27890015,HOU
Westchester County Airport,41.06700134,-73.70760345,HPN
Hampton Municipal Airport,42.72370148,-93.2263031,HPT
Baytown Airport,29.78610039,-94.95269775,HPY
Bowerman Airport,46.97119904,-123.9369965,HQM
Hermiston Municipal Airport,45.828223,-119.259024,HES
Valley International Airport,26.22850037,-97.65440369,HRL
Boone County Airport,36.26150131,-93.15470123,HRO
Harrisburg-Raleigh Airport,37.81129837,-88.5503006,HSB
Billy Mitchell Airport,35.23279953,-75.61779785,HNC
Hot Springs County Airport,43.713602,-108.389687,THP
Hastings Municipal Airport,40.6053009,-98.42790222,HSI
Ingalls Field,37.95140076,-79.83390045,HSP
Homestead ARB Airport,25.48859978,-80.38359833,HST
Huntsville International Carl T Jones Field,34.6371994,-86.77510071,HSV
Hawthorne Industrial Airport,38.544399,-118.634002,HTH
Roscommon County - Blodgett Memorial Airport,44.359798,-84.671095,HTL
East Hampton Airport,40.95959854,-72.25180054,HTO
Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,HTS
Lawrence County Airpark,38.4193,-82.494301,HTW
Redstone Army Air Field,34.67869949,-86.68479919,HUA
Terre Haute International Hulman Field,39.45149994,-87.30760193,HUF
Houlton International Airport,46.12310028,-67.792099,HUL
Houma Terrebonne Airport,29.56649971,-90.66040039,HUM
Hutchinson Municipal Airport,38.06549835,-97.86060333,HUT
Hanksville Airport,38.41799927,-110.7040024,HVE
Tweed New Haven Airport,41.26369858,-72.88680267,HVN
Havre City County Airport,48.54299927,-109.762001,HVR
Hartsville Regional Airport,34.40309906,-80.11920166,HVS
Hayward Executive Airport,37.65919876,-122.1220016,HWD
North Perry Airport,26.0012,-80.2407,HWO
Brookhaven Airport,40.82189941,-72.86940002,WSH
Hilton Head Airport,32.22439957,-80.69750214,HHH
Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,HYA
Sawyer County Airport,46.02519989,-91.44429779,HYR
Hays Regional Airport,38.84220123,-99.27320099,HYS
Hazleton Municipal Airport,40.98680115,-75.99490356,HZL
Northeast Ohio Regional Airport,41.77799988,-80.69550323,JFN
Mc Connell Air Force Base,37.62189865,-97.26820374,IAB
Washington Dulles International Airport,38.94449997,-77.45580292,IAD
Niagara Falls International Airport,43.1072998,-78.94619751,IAG
George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,IAH
Ivanof Bay Seaplane Base,55.89749908,-159.4889984,KIB
Schenck Field,40.72180176,-95.02639771,ICL
Wichita Mid Continent Airport,37.64989853,-97.43309784,ICT
Idaho Falls Regional Airport,43.514599,-112.070999,IDA
Indiana County/Jimmy Stewart Fld/ Airport,40.63219833,-79.10549927,IDI
Independence Municipal Airport,37.15840149,-95.77839661,IDP
Pine Ridge Airport,43.02249908,-102.5110016,XPR
Iowa Falls Municipal Airport,42.47079849,-93.26999664,IFA
Laughlin Bullhead International Airport,35.15739822,-114.5599976,IFP
Kingman Airport,35.2594986,-113.9380035,IGM
Greater Kankakee Airport,41.07139969,-87.84629822,IKK
Skylark Field,31.08580017,-97.68650055,ILE
New Castle Airport,39.67869949,-75.60649872,ILG
Wilmington International Airport,34.27059937,-77.90260315,ILM
Wilmington Airpark,39.42789841,-83.792099,ILN
Imperial Municipal Airport,40.50930023,-101.6210022,IML
Immokalee Regional Airport,26.43320084,-81.40100098,IMM
Madison Municipal Airport,38.75889969,-85.46549988,MDN
Ford Airport,45.81840134,-88.11450195,IMT
Indianapolis International Airport,39.7173,-86.294403,IND
Winkler County Airport,31.77960014,-103.2009964,INK
Falls International Airport,48.56620026,-93.40309906,INL
Creech Air Force Base,36.58720016,-115.6729965,INS
Smith Reynolds Airport,36.13370132,-80.22200012,INT
Winslow Lindbergh Regional Airport,35.02190018,-110.7229996,INW
Iowa City Municipal Airport,41.6391983,-91.54650116,IOW
Imperial County Airport,32.83420181,-115.5790024,IPL
Williamsport Regional Airport,41.2417984,-76.9210968,IPT
Kirksville Regional Airport,40.09349823,-92.54489899,IRK
Kirsch Municipal Airport,41.81330109,-85.43900299,IRS
Kissimmee Gateway Airport,28.28980064,-81.43710327,ISM
Sloulin Field International Airport,48.17789841,-103.6419983,ISN
Kinston Regional Jetport At Stallings Field,35.33140183,-77.6088028,ISO
Long Island Mac Arthur Airport,40.79520035,-73.10019684,ISP
Schoolcraft County Airport,45.97460175,-86.17179871,ISQ
Alexander Field South Wood County Airport,44.36029816,-89.83899689,ISW
Ithaca Tompkins Regional Airport,42.49100113,-76.45839691,ITH
Phoenix-Mesa-Gateway Airport,33.30780029,-111.6549988,AZA
Gogebic Iron County Airport,46.52750015,-90.13140106,IWD
Wiscasset Airport,43.96139908,-69.71260071,ISS
West Houston Airport,29.81819916,-95.67259979,IWS
New Century Aircenter Airport,38.83089828,-94.89029694,JCI
Inyokern Airport,35.65879822,-117.8300018,IYK
Santa Ynez Airport,34.60680008,-120.0759964,SQA
Eastern Slopes Regional Airport,43.99110031,-70.94789886,FRY
Jackson Hole Airport,43.6072998,-110.737999,JAC
Jackson-Medgar Wiley Evers International Airport,32.31119919,-90.07589722,JAN
Jasper County Airport-Bell Field,30.88570023,-94.03489685,JAS
Jacksonville International Airport,30.49410057,-81.68789673,JAX
Jonesboro Municipal Airport,35.83169937,-90.64640045,JBR
Kimble County Airport,30.51129913,-99.7634964,JCT
Jordan Airport,47.3288002,-106.9530029,JDN
Jefferson City Memorial Airport,38.59120178,-92.15609741,JEF
John F Kennedy International Airport,40.63980103,-73.77890015,JFK
